window_id,source_file,class,label_index,vessel_name,vessel_group,session_identifier,split,start_seconds,end_seconds,source_sample_rate_hz,config_hash
passengership-37-000095000ms,Passengership/37.wav,Passengership,1,COLUMBIA,columbia,Passengership-20160827-043733-37,train,95.000,100.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-37-000100000ms,Passengership/37.wav,Passengership,1,COLUMBIA,columbia,Passengership-20160827-043733-37,train,100.000,105.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-37-000105000ms,Passengership/37.wav,Passengership,1,COLUMBIA,columbia,Passengership-20160827-043733-37,train,105.000,110.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-37-000110000ms,Passengership/37.wav,Passengership,1,COLUMBIA,columbia,Passengership-20160827-043733-37,train,110.000,115.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-37-000115000ms,Passengership/37.wav,Passengership,1,COLUMBIA,columbia,Passengership-20160827-043733-37,train,115.000,120.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-37-000120000ms,Passengership/37.wav,Passengership,1,COLUMBIA,columbia,Passengership-20160827-043733-37,train,120.000,125.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-37-000125000ms,Passengership/37.wav,Passengership,1,COLUMBIA,columbia,Passengership-20160827-043733-37,train,125.000,130.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-37-000130000ms,Passengership/37.wav,Passengership,1,COLUMBIA,columbia,Passengership-20160827-043733-37,train,130.000,135.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-37-000135000ms,Passengership/37.wav,Passengership,1,COLUMBIA,columbia,Passengership-20160827-043733-37,train,135.000,140.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-37-000140000ms,Passengership/37.wav,Passengership,1,COLUMBIA,columbia,Passengership-20160827-043733-37,train,140.000,145.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-37-000145000ms,Passengership/37.wav,Passengership,1,COLUMBIA,columbia,Passengership-20160827-043733-37,train,145.000,150.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-37-000150000ms,Passengership/37.wav,Passengership,1,COLUMBIA,columbia,Passengership-20160827-043733-37,train,150.000,155.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-37-000155000ms,Passengership/37.wav,Passengership,1,COLUMBIA,columbia,Passengership-20160827-043733-37,train,155.000,160.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000000000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,0.000,5.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000005000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,5.000,10.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000010000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,10.000,15.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000015000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,15.000,20.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000020000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,20.000,25.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000025000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,25.000,30.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000030000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,30.000,35.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000035000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,35.000,40.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000040000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,40.000,45.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000045000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,45.000,50.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000050000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,50.000,55.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000055000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,55.000,60.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000060000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,60.000,65.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000065000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,65.000,70.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000070000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,70.000,75.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000075000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,75.000,80.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000080000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,80.000,85.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000085000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,85.000,90.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000090000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,90.000,95.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000095000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,95.000,100.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000100000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,100.000,105.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000105000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,105.000,110.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000110000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,110.000,115.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000115000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,115.000,120.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000120000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,120.000,125.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000125000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,125.000,130.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000130000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,130.000,135.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000135000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,135.000,140.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000140000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,140.000,145.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000145000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,145.000,150.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000150000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,150.000,155.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000155000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,155.000,160.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000160000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,160.000,165.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000165000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,165.000,170.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000170000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,170.000,175.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000175000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,175.000,180.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000180000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,180.000,185.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000185000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,185.000,190.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000190000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,190.000,195.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-4-000195000ms,Passengership/4.wav,Passengership,1,MALASPINA,malaspina,Passengership-20160507-043512-4,test,195.000,200.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-41-000000000ms,Passengership/41.wav,Passengership,1,CELEBRITY SOLSTICE,celebrity solstice,Passengership-20160909-114625-41,train,0.000,5.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-41-000005000ms,Passengership/41.wav,Passengership,1,CELEBRITY SOLSTICE,celebrity solstice,Passengership-20160909-114625-41,train,5.000,10.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-41-000010000ms,Passengership/41.wav,Passengership,1,CELEBRITY SOLSTICE,celebrity solstice,Passengership-20160909-114625-41,train,10.000,15.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-41-000015000ms,Passengership/41.wav,Passengership,1,CELEBRITY SOLSTICE,celebrity solstice,Passengership-20160909-114625-41,train,15.000,20.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-5-000000000ms,Passengership/5.wav,Passengership,1,RUBY PRINCESS,ruby princess,Passengership-20160507-115325-5,train,0.000,5.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-5-000005000ms,Passengership/5.wav,Passengership,1,RUBY PRINCESS,ruby princess,Passengership-20160507-115325-5,train,5.000,10.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000000000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,0.000,5.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000005000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,5.000,10.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000010000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,10.000,15.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000015000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,15.000,20.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000020000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,20.000,25.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000025000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,25.000,30.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000030000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,30.000,35.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000035000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,35.000,40.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000040000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,40.000,45.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000045000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,45.000,50.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000050000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,50.000,55.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000055000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,55.000,60.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000060000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,60.000,65.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000065000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,65.000,70.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000070000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,70.000,75.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000075000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,75.000,80.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000080000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,80.000,85.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000085000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,85.000,90.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000090000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,90.000,95.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000095000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,95.000,100.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000100000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,100.000,105.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000105000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,105.000,110.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000110000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,110.000,115.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000115000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,115.000,120.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000120000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,120.000,125.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000125000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,125.000,130.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000130000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,130.000,135.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000135000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,135.000,140.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000140000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,140.000,145.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000145000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,145.000,150.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000150000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,150.000,155.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-50-000155000ms,Passengership/50.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20161214-162017-50,train,155.000,160.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-6-000000000ms,Passengership/6.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20160507-202625-6,train,0.000,5.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-6-000005000ms,Passengership/6.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20160507-202625-6,train,5.000,10.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-6-000010000ms,Passengership/6.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20160507-202625-6,train,10.000,15.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-6-000015000ms,Passengership/6.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20160507-202625-6,train,15.000,20.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-6-000020000ms,Passengership/6.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20160507-202625-6,train,20.000,25.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-6-000025000ms,Passengership/6.wav,Passengership,1,COASTAL INSPIRATION,coastal inspiration,Passengership-20160507-202625-6,train,25.000,30.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-8-000000000ms,Passengership/8.wav,Passengership,1,KENNICOTT,kennicott,Passengership-20160515-062337-8,train,0.000,5.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-8-000005000ms,Passengership/8.wav,Passengership,1,KENNICOTT,kennicott,Passengership-20160515-062337-8,train,5.000,10.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-9-000000000ms,Passengership/9.wav,Passengership,1,CARNIVAL LEGEND,carnival legend,Passengership-20160516-112116-9,validation,0.000,5.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
passengership-9-000005000ms,Passengership/9.wav,Passengership,1,CARNIVAL LEGEND,carnival legend,Passengership-20160516-112116-9,validation,5.000,10.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
tanker-10-000000000ms,Tanker/10.wav,Tanker,2,NAVE ORBIT,nave orbit,Tanker-20160602-225434-10,train,0.000,5.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
tanker-10-000005000ms,Tanker/10.wav,Tanker,2,NAVE ORBIT,nave orbit,Tanker-20160602-225434-10,train,5.000,10.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
tanker-10-000010000ms,Tanker/10.wav,Tanker,2,NAVE ORBIT,nave orbit,Tanker-20160602-225434-10,train,10.000,15.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
tanker-10-000015000ms,Tanker/10.wav,Tanker,2,NAVE ORBIT,nave orbit,Tanker-20160602-225434-10,train,15.000,20.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
tanker-10-000020000ms,Tanker/10.wav,Tanker,2,NAVE ORBIT,nave orbit,Tanker-20160602-225434-10,train,20.000,25.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
tanker-10-000025000ms,Tanker/10.wav,Tanker,2,NAVE ORBIT,nave orbit,Tanker-20160602-225434-10,train,25.000,30.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
tanker-12-000000000ms,Tanker/12.wav,Tanker,2,KIRKEHOLMEN,kirkeholmen,Tanker-20160612-211030-12,train,0.000,5.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
tanker-12-000005000ms,Tanker/12.wav,Tanker,2,KIRKEHOLMEN,kirkeholmen,Tanker-20160612-211030-12,train,5.000,10.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
tanker-12-000010000ms,Tanker/12.wav,Tanker,2,KIRKEHOLMEN,kirkeholmen,Tanker-20160612-211030-12,train,10.000,15.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
tanker-12-000015000ms,Tanker/12.wav,Tanker,2,KIRKEHOLMEN,kirkeholmen,Tanker-20160612-211030-12,train,15.000,20.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
tanker-12-000020000ms,Tanker/12.wav,Tanker,2,KIRKEHOLMEN,kirkeholmen,Tanker-20160612-211030-12,train,20.000,25.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
tanker-12-000025000ms,Tanker/12.wav,Tanker,2,KIRKEHOLMEN,kirkeholmen,Tanker-20160612-211030-12,train,25.000,30.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
tanker-13-000000000ms,Tanker/13.wav,Tanker,2,HIGH ENDURANCE,high endurance,Tanker-20160613-061037-13,train,0.000,5.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
tanker-13-000005000ms,Tanker/13.wav,Tanker,2,HIGH ENDURANCE,high endurance,Tanker-20160613-061037-13,train,5.000,10.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
tanker-13-000010000ms,Tanker/13.wav,Tanker,2,HIGH ENDURANCE,high endurance,Tanker-20160613-061037-13,train,10.000,15.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
tanker-13-000015000ms,Tanker/13.wav,Tanker,2,HIGH ENDURANCE,high endurance,Tanker-20160613-061037-13,train,15.000,20.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
tanker-13-000020000ms,Tanker/13.wav,Tanker,2,HIGH ENDURANCE,high endurance,Tanker-20160613-061037-13,train,20.000,25.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
tanker-13-000025000ms,Tanker/13.wav,Tanker,2,HIGH ENDURANCE,high endurance,Tanker-20160613-061037-13,train,25.000,30.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
tanker-13-000030000ms,Tanker/13.wav,Tanker,2,HIGH ENDURANCE,high endurance,Tanker-20160613-061037-13,train,30.000,35.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
